"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","31,3","86","275","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","36,4","255","701","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,9","48","210","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,8","60","303","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","gesamt","26,8","82","306","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","24,7","73","296","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","28","143","511","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","33,7","70","208","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,1","46","218","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,6","52","230","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","23","1153","5021","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","28,7","39","136","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","34,2","39","114","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","17,5","49","280","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","31,8","124","390","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","24,5","67","273","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2008","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","31,1","88","283","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2008","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mütter über 35 Jahre","gesamt","31,4","88","280","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","27,8","110","395","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,6","320","925","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","33,2","77","232","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,9","57","286","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,7","24","122","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,9","241","691","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","gesamt","33,2","105","316","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","20","32","160","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,9","212","608","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Mütter über 35 Jahre","gesamt","20,8","87","419","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mütter über 35 Jahre","gesamt","26,8","136","508","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mütter über 35 Jahre","gesamt","25,5","129","505","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mütter über 35 Jahre","gesamt","36,9","177","480","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2008","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","29,8","157","526","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2008","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","12,7","47","369","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","17,9","82","459","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","25","21","84","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","20,6","32","155","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,8","60","263","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","29,2","56","192","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2008","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","36,1","3268","9052","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2008","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","38,1","127","333","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2008","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,7","32","141","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2005","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,3","46","216","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2005","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","12,8","22","172","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2005","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","41,2","220","534","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2005","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","33,6","218","648","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2005","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","24","122","508","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2005","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","gesamt","40,2","78","194","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2005","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","gesamt","33,1","207","626","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2005","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","25,6","139","542","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","gesamt","38","283","745","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","18,1","78","431","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,4","107","478","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","gesamt","20,7","153","740","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","gesamt","24,3","242","994","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,6","45","230","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","gesamt","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","22,9","117","512","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","31,5","63","200","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","20,1","28","139","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,5","49","228","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mütter über 35 Jahre","gesamt","32,4","206","635","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Mütter über 35 Jahre","gesamt","31,9","149","467","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mütter über 35 Jahre","gesamt","25,1","120","478","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","20","16","80","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","29,9","95","318","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","gesamt","26,2","106","405","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","gesamt","28,3","81","286","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","37,5","408","1088","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34","256","754","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","35,2","174","495","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","28,5","71","249","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","32","105","328","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","35,8","190","531","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","25,1","60","239","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","23,1","49","212","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","14,2","31","219","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","23,5","77","327","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","gesamt","31,9","234","734","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","gesamt","21,8","102","468","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","gesamt","28,5","154","540","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mütter über 35 Jahre","gesamt","31,1","267","858","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","gesamt","27,4","148","541","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mütter über 35 Jahre","gesamt","50,5","100","198","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","37,9","191","504","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","27,3","71","260","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","47","162","345","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","30,4","89","293","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","44,3","204","460","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","43,4","162","373","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19","48","253","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","16,5","81","491","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","37,1","3207","8649","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","40,6","125","308","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","18","37","205","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","8,2","16","195","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","25","25 Laim"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","16,3","25","153","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","6","06 Sendling"
"Bevölkerung","Mütter über 35 Jahre","gesamt","35,8","239","668","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","15,6","63","405","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
